,name,player_id,age,season,team,MP,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,FG%,Avg_shot_dist,%_2point_attempts,%_FGA_0-3_dist,%_FGA_3-10_dist,%_FGA_10-16_dist,%_FGA_16-3pt_dist,%_3point_attempts,%FG_2point,%_FG_0-3_dist,%_FG_3-10_dist,%_FG_10-16_dist,%_FG_10-16_dist.1,3pt%,assisted_2pters,FG%_dunk_attempts,made_dunks,assisted_3pt%,%_corner_3pters,%_corner_3_made,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,predator_offense,predator_defense,predator_total,pace_impact
294,Tyler Herro,herroty01,20,2020,MIA,1273,0.149,1.3,14.4,8.2,11.2,1.1,0.5,11.3,22.0,-0.1,1.2,1.0,0.039,.414,18.2,.524,.119,.098,.119,.187,.476,.433,.508,.423,.429,.394,.393,.467,.004,2,.778,.147,.459,-0.303695568356627,-1.236224865009909,-1.539920433366536,-4.364112280100287,-0.5965281678499309,-4.960640447950219,-1.2134982389256999,-1.1804697196208291,-2.3939679585465283,0.2308928545074622,0.2308928545074622,-0.580182755032686,-1.70769040428417,-2.287873159316856,-0.1519838766175823
295,Mario Hezonja,hezonma01,24,2020,POR,633,0.314,3.8,18.9,11.4,6.2,1.8,0.8,14.0,13.8,-0.1,0.5,0.4,0.03,.385,12.5,.660,.353,.167,.077,.064,.340,.437,.473,.500,.333,.200,.283,.533,.051,6,1.000,.189,.200,-3.2038452133745734,-0.2719243535078588,-3.475769566882433,-6.310617699537066,-0.5921656385621867,-6.902783338099253,-4.062293672344858,-0.3025114896466155,-4.364805161991473,-0.5227302961017,-0.5227302961017,-3.448626864271608,-1.095305982005913,-4.543932846277521,0.2383381699733454
296,Buddy Hield,hieldbu01,27,2020,SAC,1805,0.12,3.1,14.1,8.4,16.0,1.2,0.8,12.0,26.8,1.4,1.2,2.6,0.068,.430,18.8,.426,.134,.081,.087,.123,.574,.490,.677,.364,.410,.427,.385,.404,.018,16,.700,.174,.463,1.5048137402411852,-1.909311745595845,-0.4044980053546605,1.82747345521505,-4.002800625608543,-2.1753271703934933,1.6774619618188942,-2.4498773860310683,-0.7724154242121735,1.876017007469897,1.876017007469897,2.5561534857139514,-1.4831161883119268,1.073037297402025,0.6822053840985003
297,George Hill,hillge01,33,2020,MIL,928,0.237,4.5,9.2,7.0,19.0,1.6,0.4,11.8,15.7,2.9,1.5,4.4,0.228,.538,14.7,.545,.314,.114,.055,.062,.455,.563,.747,.212,.313,.500,.508,.472,.031,9,.627,.235,.548,3.469617135396964,0.6878832043217207,4.157500339718685,2.66448360314567,0.9071669042301818,3.571650507375852,3.4777989347323186,0.6704148960760392,4.148213830808357,3.3687870657612504,3.3687870657612504,2.868122600592154,0.3591482555761844,3.2272708561683388,-1.243836740023181
298,Solomon Hill,hillso01,28,2020,MEM,901,0.163,2.9,13.8,8.4,13.2,1.6,0.7,13.8,13.4,0.5,0.7,1.2,0.066,.412,18.4,.369,.146,.133,.034,.056,.631,.465,.500,.419,.375,.538,.381,.625,.021,4,.929,.252,.459,-0.7084949265821829,-1.555263750631603,-2.263758677213787,2.2197081388393523,-3.447529181535662,-1.22782104269631,-0.11234577669079,-2.032670396194665,-2.1450161728854553,0.2785711108116795,0.2785711108116795,-0.4044652189365389,-2.1210557155658782,-2.525520934502417,0.1709435010694824
299,Solomon Hill,hillso01,28,2020,MIA,901,0.163,2.9,13.8,8.4,13.2,1.6,0.7,13.8,13.4,0.5,0.7,1.2,0.066,.412,18.4,.369,.146,.133,.034,.056,.631,.465,.500,.419,.375,.538,.381,.625,.021,4,.929,.252,.459,-8.079215614140555,1.620194628055,-6.459020986085554,-8.449462631539635,-8.133923495885197,-16.58338612742483,-8.714433405308128,-0.3881831602178943,-9.102616565526024,-0.0725961083027571,-0.0725961083027571,-9.024364714803133,0.0135229119394202,-9.010841802863713,1.8483267723742751
300,Aaron Holiday,holidaa01,23,2020,IND,1117,0.124,1.8,8.9,5.4,21.1,1.5,0.9,11.9,20.6,0.6,1.0,1.6,0.068,.415,15.3,.589,.225,.163,.087,.114,.411,.420,.554,.342,.256,.392,.408,.270,.007,2,.813,.163,.433,0.4278357959625676,1.51609525635847,1.943931052321038,4.627339914041602,-1.830216809060256,2.797123104981345,1.313929299183732,0.887361458024575,2.201290757208307,2.808765753487563,2.808765753487563,1.103116148601991,0.9108386914034364,2.0139548400054266,-0.4679448514909137
301,Jrue Holiday,holidjr01,29,2020,NOP,1594,0.172,3.7,10.6,7.1,28.9,2.2,2.1,13.6,25.4,1.2,1.4,2.6,0.077,.445,12.0,.660,.341,.219,.057,.043,.340,.491,.613,.363,.426,.257,.356,.298,.023,16,.515,.126,.400,1.8360544641515257,1.8221074208101282,3.658161884961654,1.5224012740498931,1.083809430736121,2.6062107047860144,1.8652537425204658,1.806399433463504,3.671653175983969,5.336132733217751,5.336132733217751,2.888237691396059,2.2569497237029092,5.145187415098968,0.2318818720172595
302,Justin Holiday,holidju01,30,2020,IND,1395,0.14400000000000002,2.3,12.4,7.4,7.6,2.0,2.2,7.0,13.1,1.6,1.8,3.4,0.117,.434,19.1,.330,.184,.051,.043,.053,.670,.460,.580,.211,.375,.350,.421,.807,.059,17,.972,.397,.430,0.8047234630748549,2.2342765229188157,3.0389999859936716,1.4051916446863677,-0.0421162937563371,1.3630753509300308,0.9934232854405444,1.880199742188812,2.873623027629357,4.083682095051351,4.083682095051351,1.245467573584814,1.6613881312082444,2.906855704793057,0.2368190886776071
303,Rondae Hollis-Jefferson,holliro01,25,2020,TOR,841,0.445,10.9,15.5,13.2,12.9,2.3,2.0,11.9,17.6,1.3,1.5,2.8,0.157,.481,4.6,.936,.688,.165,.060,.023,.064,.506,.590,.182,.563,.167,.118,.659,.098,23,1.000,.529,.000,1.035770502695697,2.9640541462618013,3.9998246489574982,-0.9218643877455428,1.858338102333303,0.9364737145877604,0.6647269652719369,2.845847426268953,3.5105743915408905,2.76237453136074,2.76237453136074,0.3444621654816519,2.6516333754091708,2.996095540890823,0.0973454771318377
304,Rodney Hood,hoodro01,27,2020,POR,619,0.157,1.7,10.2,6.0,7.1,1.3,0.5,9.4,13.9,0.9,0.2,1.1,0.08800000000000001,.506,16.2,.587,.116,.163,.186,.122,.413,.515,.800,.286,.500,.571,.493,.308,.023,4,.886,.366,.538,0.4068737464611545,-0.3593328992342383,0.0475408472269163,0.8519772010114203,1.525894669336269,2.3778718703476898,0.5100088656061494,0.0444777036786793,0.5544865692848288,1.042463730943245,1.042463730943245,0.3865086381102496,-0.2409028100965692,0.1456058280136804,-0.1113230535314631
305,Al Horford,horfoal01,33,2020,PHI,1543,0.101,5.5,18.2,11.9,18.2,1.4,2.5,8.2,17.6,1.8,2.3,4.1,0.128,.436,16.1,.597,.164,.177,.122,.134,.403,.515,.763,.400,.449,.421,.320,.592,.030,15,.986,.118,.222,-0.2441018661193149,1.170880593849158,0.9267787277298429,0.327056969518177,3.016758893582105,3.343815863100283,-0.1321009801593153,1.57011421728037,1.4380132371210548,3.3775663448467284,3.3775663448467284,0.6709187058878985,2.5879276581989044,3.258846364086803,-0.3395459083542425
306,Danuel House Jr.,houseda01,26,2020,HOU,1487,0.184,3.6,11.6,7.6,5.6,1.7,1.6,8.6,13.5,1.6,1.4,3.0,0.096,.424,17.5,.348,.237,.081,.024,.007,.652,.503,.620,.206,.400,.333,.382,.716,.064,19,.952,.425,.368,-0.8471868496575947,0.9703356731020332,0.1231488234444384,2.93591600300969,-1.877328663297964,1.058587339711726,-0.18575982067330699,0.4239518429216621,0.2381920222483551,2.338712843473552,2.338712843473552,0.0154339586313567,0.7953489685340278,0.8107829271653845,0.2673365434793987
307,Kevin Huerter,huertke01,21,2020,ATL,1364,0.119,2.1,12.5,7.3,16.3,1.3,1.3,12.8,17.7,0.7,0.5,1.1,0.04,.411,18.2,.451,.136,.124,.118,.073,.549,.445,.551,.413,.417,.351,.384,.353,.018,8,.860,.158,.523,-0.8425056879373487,-2.625931768753997,-3.4684374566913463,0.3722601133025147,-1.253651448311301,-0.8813913350087863,-0.6109271611952298,-2.4431344920909046,-3.0540616532861344,-0.2243298132141512,-0.2243298132141512,-0.2398053724909736,-2.047455638086277,-2.28726101057725,0.2160133894192218
308,De'Andre Hunter,huntede01,22,2020,ATL,1674,0.201,1.9,11.8,6.8,8.3,1.1,0.7,11.9,17.7,-0.5,0.4,-0.1,-0.003,.413,15.4,.566,.231,.141,.082,.112,.434,.459,.588,.289,.396,.455,.353,.569,.037,17,.944,.314,.388,-2.6645014188880443,-1.432867464028667,-4.097368882916712,-0.5192561322176332,0.0507443234400521,-0.4685118087775811,-2.3479708315043064,-1.1522806619481392,-3.5002514934524465,-0.6519671596150755,-0.6519671596150755,-2.071072921740261,-0.9110524288289412,-2.9821253505692016,-0.0449046829076697
309,Chandler Hutchison,hutchch01,23,2020,CHI,527,0.446,3.6,19.5,11.2,7.5,2.5,1.2,11.4,19.1,0.0,0.7,0.7,0.062,.457,8.4,.783,.509,.229,.040,.006,.217,.496,.607,.300,.286,.000,.316,.618,.137,20,1.000,.553,.381,-2.069616073987063,0.9574092535924276,-1.1122068203946351,-5.805127138281327,-0.8701435798193191,-6.675270718100648,-2.9086234824045865,0.6274409231889856,-2.2811825592156003,0.1271294145177637,0.1271294145177637,-2.5200203138853396,0.8618909197018366,-1.6581293941835031,0.8708269656712426
310,Serge Ibaka,ibakase01,30,2020,TOR,1197,0.195,8.1,22.6,15.5,8.3,1.0,3.0,12.5,24.3,1.4,2.1,3.5,0.141,.528,12.1,.751,.253,.261,.114,.123,.249,.568,.750,.510,.477,.400,.408,.798,.095,49,1.000,.113,.250,-1.888880954144908,1.460337628715783,-0.4285433254291249,-1.416881049673515,-1.405945858920424,-2.82282690859394,-1.943406271868345,0.873899694935818,-1.069506576932527,1.0504760263270692,1.0504760263270692,-1.569932379659848,0.7153889342277071,-0.8545434454321411,0.1839691039452088
311,Ersan Ilyasova,ilyaser01,32,2020,MIL,810,0.259,7.3,22.3,15.3,7.4,1.1,1.5,8.5,17.4,1.5,1.6,3.2,0.188,.472,13.6,.582,.316,.170,.053,.043,.418,.543,.652,.333,.533,.583,.373,.787,.011,3,.977,.254,.300,1.000834725723307,1.750961092103208,2.751795817826515,2.183783931737299,-1.932158144133223,0.2516257876040764,1.265290577937169,0.9880618161593656,2.253352394096535,2.10754856985838,2.10754856985838,0.7493547519974526,0.1755327846935685,0.9248875366910212,0.323808661448352
312,Joe Ingles,inglejo01,32,2020,UTA,1628,0.163,1.3,12.7,7.3,23.8,1.5,0.4,17.9,15.3,2.0,1.8,3.9,0.114,.432,18.0,.379,.142,.171,.047,.020,.621,.497,.703,.351,.476,.333,.393,.353,.004,2,.618,.164,.370,0.7099327465332073,2.74107119116e-06,0.7099354876043984,-1.742873130300616,3.3438694539880567,1.6009963236874412,0.2477753780867465,0.6842408030407676,0.9320161811275142,3.1670750223591435,3.1670750223591435,-0.0418884980338172,0.2602016305590464,0.2183131325252292,-0.126832472298363
313,Brandon Ingram,ingrabr01,22,2020,NOP,1601,0.341,2.7,17.2,9.9,20.0,1.3,1.8,12.6,28.6,3.4,1.3,4.6,0.138,.471,14.0,.649,.246,.147,.165,.092,.351,.508,.684,.375,.438,.375,.402,.285,.060,45,.902,.258,.443,3.290125970379508,-1.3494518423361608,1.940674128043347,0.4980139748615928,-2.582056604099303,-2.08404262923771,2.8933140628677716,-1.668501727076511,1.224812335791259,3.326185382783286,3.326185382783286,3.494075176123951,-1.1717646593497129,2.322310516774237,0.6996899096918701
314,Kyrie Irving,irvinky01,27,2020,BRK,658,0.245,3.5,12.3,8.0,37.2,1.9,1.2,10.1,32.6,2.2,0.8,3.0,0.218,.478,14.6,.659,.190,.173,.195,.101,.341,.522,.671,.444,.506,.405,.394,.203,.000,0,.357,.099,.500,6.568679916940845,-2.9163947623813034,3.6522851545595407,2.5199181381252598,-4.446106679404224,-1.9261885412789639,6.196325494844853,-3.432122976172429,2.764202518672424,1.8721476067445812,1.8721476067445812,6.21775677017939,-1.8268929174257558,4.3908638527536334,1.155481939281293
315,Jonathan Isaac,isaacjo01,22,2020,ORL,949,0.227,6.1,19.2,12.4,7.3,2.6,7.4,11.7,18.4,0.4,2.0,2.4,0.119,.463,12.0,.717,.366,.096,.149,.106,.283,.515,.661,.323,.375,.382,.330,.588,.137,36,.933,.253,.391,-1.117700033784315,4.548436570110934,3.43073653632662,-1.252461239003071,3.2055354762251604,1.9530742372220882,-1.168242572207147,4.527086818546293,3.3588442463391455,2.9671605863346278,2.9671605863346278,0.0512222722824784,5.1189899260752885,5.170212198357767,0.3236017403635246
316,Wes Iwundu,iwundwe01,25,2020,ORL,749,0.371,3.0,12.4,7.5,8.3,1.6,1.2,7.6,13.0,0.4,0.8,1.2,0.079,.382,15.0,.652,.208,.157,.118,.169,.348,.414,.541,.357,.381,.333,.323,.604,.056,8,.700,.339,.333,-2.081095942183984,-0.0711249166047639,-2.152220858788747,-1.8801057708492481,2.861916917122683,0.9818111462734348,-2.143603949072603,0.5042006934426794,-1.6394032556299238,0.4205850198745656,0.4205850198745656,-2.726675851472811,0.5470435712378682,-2.179632280234943,-0.9178662047935922
317,Frank Jackson,jacksfr01,21,2020,NOP,581,0.254,2.7,7.5,5.1,8.9,1.2,0.6,13.5,20.3,-0.2,0.2,0.1,0.004,.404,15.7,.533,.196,.164,.116,.058,.467,.483,.591,.378,.500,.385,.314,.500,.009,2,.909,.390,.415,-2.494265293255669,-4.318066674643666,-6.812331967899334,0.2908724177342504,-4.594571407233102,-4.3036989894988515,-2.0841998569842155,-4.615221107805628,-6.6994209647898435,-1.1818289644895201,-1.1818289644895201,-1.815425454293636,-4.075979415542589,-5.891404869836224,0.6154990181153107
318,Jaren Jackson Jr.,jacksja02,20,2020,MEM,1463,0.23,3.8,13.9,9.0,7.4,1.1,5.1,10.6,24.1,1.4,1.5,3.0,0.097,.468,14.8,.515,.244,.228,.033,.010,.485,.535,.696,.394,.391,.286,.397,.653,.080,52,.919,.179,.393,-0.7681684285601729,0.1788722807610873,-0.5892961477990856,-2.11780426921812,-3.636675416029302,-5.754479685247421,-1.0960038507780798,-0.5996784278230763,-1.6956822786011558,0.8224350336510324,0.8224350336510324,-1.2358105387604628,0.0980646175686028,-1.1377459211918601,1.1428490668635043
320,Justin Jackson,jacksju01,24,2020,DAL,788,0.124,3.0,12.4,7.8,5.8,0.6,0.6,3.7,16.3,0.4,0.4,0.8,0.05,.397,15.5,.518,.195,.199,.106,.018,.482,.486,.545,.500,.367,.400,.301,.817,.004,1,.927,.221,.233,-1.7227858803947342,-2.557467121084708,-4.280253001479442,0.8939420977214633,-4.178340594074607,-3.284398496353143,-1.3543997044973892,-3.0690362055598532,-4.423435910057242,-0.6938920584206762,-0.6938920584206762,-1.129085392121083,-3.8157697067445646,-4.944855098865647,-0.9054351148644496
321,Reggie Jackson,jacksre01,29,2020,LAC,381,0.16699999999999998,3.2,8.9,6.1,30.5,1.0,0.2,9.8,26.9,0.3,0.1,0.4,0.053,.384,15.3,.586,.162,.237,.126,.061,.414,.388,.531,.362,.320,.250,.378,.111,.010,2,.548,.122,.400,-7.254065558512992,-3.647585023643093,-10.90165058215609,-7.701549246031452,-0.1337608750059225,-7.835310121037375,-7.8044599243322015,-3.176510443036555,-10.98097036736876,-0.095357963669364,-0.095357963669364,-9.305103905825208,-1.9634415528531417,-11.26854545867835,-1.298363193194781
322,Reggie Jackson,jacksre01,29,2020,DET,381,0.16699999999999998,3.2,8.9,6.1,30.5,1.0,0.2,9.8,26.9,0.3,0.1,0.4,0.053,.384,15.3,.586,.162,.237,.126,.061,.414,.388,.531,.362,.320,.250,.378,.111,.010,2,.548,.122,.400,1.339827554851374,-2.2824652940735897,-0.9426377392222158,2.293049053211376,2.134544528910248,4.427593582121624,1.6393780756674667,-1.4716692527208683,0.1677088229465988,0.5583194144886279,0.5583194144886279,1.5928104730492902,-2.2164055622634904,-0.6235950892141997,-1.590698053293056
324,LeBron James,jamesle01,35,2020,LAL,1779,0.276,3.2,20.9,12.3,49.9,1.8,1.1,15.5,31.5,4.8,2.7,7.5,0.203,.490,12.8,.681,.362,.142,.074,.103,.319,.558,.717,.415,.342,.355,.345,.257,.066,66,.482,.058,.421,6.312649733802288,-0.3671097619045498,5.945539971897737,6.423801774176134,5.518650998939072,11.94245277311521,6.620280547041287,0.8016629724721271,7.421943519513414,9.438112524057358,9.438112524057358,6.3288642264213575,0.67836548156466,7.007229707986017,0.259554863807188
327,Cameron Johnson,johnsca02,23,2020,PHO,832,0.14800000000000002,4.7,11.6,8.1,7.6,1.4,1.4,8.3,16.0,0.8,0.6,1.4,0.08199999999999999,.412,19.4,.306,.158,.042,.053,.053,.694,.460,.622,.167,.333,.333,.391,.675,.025,7,.987,.396,.423,-0.3963351324588751,-0.4586248495177691,-0.8549599819766441,-3.3532584216748487,-0.3070575602049537,-3.660315981879803,-1.043019397292374,-0.4409663714036248,-1.4839857686959992,0.5618466716394686,0.5618466716394686,-1.833175595498366,-0.799207950786354,-2.6323835462847205,-0.0189048888116176
328,James Johnson,johnsja01,32,2020,MIA,361,0.183,3.7,16.3,10.2,13.8,1.6,4.5,16.9,17.1,0.0,0.5,0.5,0.07,.405,13.9,.571,.405,.095,.048,.024,.429,.417,.588,.000,.000,.000,.389,.500,.000,0,.857,.167,.333,-3.4034753599222927,0.7608916108496354,-2.6425837490726583,3.032192838771745,-2.147925399757487,0.8842674390142573,-2.315926231931404,0.1553026020939372,-2.160623629837467,0.083789007443663,0.083789007443663,-2.684604441894576,-0.7420733252575833,-3.4266777671521584,-0.8544259025101159
329,James Johnson,johnsja01,32,2020,MIN,361,0.183,3.7,16.3,10.2,13.8,1.6,4.5,16.9,17.1,0.0,0.5,0.5,0.07,.405,13.9,.571,.405,.095,.048,.024,.429,.417,.588,.000,.000,.000,.389,.500,.000,0,.857,.167,.333,-0.0404344999036713,-2.8261744248378764,-2.866608924741547,-1.55945285984047,-0.5614830361687606,-2.120935896009231,-0.3437962417970766,-2.530843423230435,-2.874639665027512,-0.0065632116629853,-0.0065632116629853,0.7684193967339773,-1.176009895106918,-0.4075904983729405,2.2318893580627184
330,James Johnson,johnsja01,32,2020,MIA,281,0.161,3.3,16.7,10.3,11.1,1.0,4.6,13.9,17.0,0.0,0.4,0.4,0.07,.405,13.9,.571,.405,.095,.048,.024,.429,.417,.588,.000,.000,.000,.389,.500,.000,0,.857,.167,.333,-3.4034753599222927,0.7608916108496354,-2.6425837490726583,3.032192838771745,-2.147925399757487,0.8842674390142573,-2.315926231931404,0.1553026020939372,-2.160623629837467,0.083789007443663,0.083789007443663,-2.684604441894576,-0.7420733252575833,-3.4266777671521584,-0.8544259025101159
331,James Johnson,johnsja01,32,2020,MIN,281,0.161,3.3,16.7,10.3,11.1,1.0,4.6,13.9,17.0,0.0,0.4,0.4,0.07,.405,13.9,.571,.405,.095,.048,.024,.429,.417,.588,.000,.000,.000,.389,.500,.000,0,.857,.167,.333,-0.0404344999036713,-2.8261744248378764,-2.866608924741547,-1.55945285984047,-0.5614830361687606,-2.120935896009231,-0.3437962417970766,-2.530843423230435,-2.874639665027512,-0.0065632116629853,-0.0065632116629853,0.7684193967339773,-1.176009895106918,-0.4075904983729405,2.2318893580627184
335,Tyler Johnson,johnsty01,27,2020,PHO,515,0.187,2.1,9.2,5.6,13.5,1.1,1.3,11.5,17.3,-0.2,0.3,0.1,0.013,.380,17.6,.515,.164,.105,.105,.140,.485,.466,.571,.389,.500,.375,.289,.610,.000,0,.917,.181,.467,-3.553352070149688,-1.563504329474442,-5.1168563996241305,-7.3121008333719955,1.8470919631088918,-5.4650088702631034,-4.564507364662245,-0.9377845478758704,-5.502291912538116,-0.7227281181745548,-0.7227281181745548,-4.466446837190172,-1.255596905613295,-5.722043742803466,-0.0627566885047804
336,Nikola Jokic,jokicni01,24,2020,DEN,1789,0.272,8.2,26.5,17.3,34.7,1.8,1.9,14.8,27.0,5.2,2.8,8.0,0.21600000000000005,.527,12.8,.761,.228,.276,.139,.118,.239,.590,.735,.603,.467,.423,.329,.513,.016,14,.855,.029,.500,4.505146078030203,0.9246193530135516,5.429765431043753,2.093852791998024,0.5934233973633949,2.687276189361419,4.230164369707613,0.869908952506807,5.1000733222144214,7.264453171180913,7.264453171180913,4.9368087155831315,2.2543674962188285,7.19117621180196,-0.5150225525791503
337,Damian Jones,jonesda03,24,2020,ATL,850,0.488,8.9,15.8,12.3,5.5,1.4,3.7,11.8,11.6,2.2,0.6,2.7,0.155,.686,3.2,.953,.814,.110,.006,.023,.047,.707,.764,.421,.000,.250,.250,.836,.547,84,1.000,.750,.333,-1.357261584471755,-1.5891023286243102,-2.946363913096064,-0.7646000774281336,-7.322478326345445,-8.087078403773576,-1.334447757871322,-2.826678131939917,-4.161125889811238,-0.6082480890377961,-0.6082480890377961,-1.217226459783418,-2.151613981575677,-3.368840441359096,-0.6193251951579513
338,Derrick Jones Jr.,jonesde02,22,2020,MIA,988,0.382,4.8,13.7,9.4,5.3,2.0,2.8,7.9,14.1,1.5,1.3,2.8,0.135,.496,11.8,.606,.462,.121,.011,.011,.394,.638,.705,.438,.333,.333,.279,.775,.261,60,.966,.519,.259,0.2365684256316021,2.307734958334037,2.544303383965639,-0.9492402676288432,-1.326390832494493,-2.275631100123336,-0.0341457624458831,1.6668016910861159,1.6326559286402333,2.2937480332675984,2.2937480332675984,-0.3997439496957912,1.5770553399046452,1.177311390208854,-0.2171228068202602
339,Tyus Jones,jonesty01,23,2020,MEM,1018,0.108,0.7,8.0,4.4,32.2,2.1,0.5,11.9,16.2,1.6,0.7,2.3,0.11,.474,13.1,.739,.181,.250,.201,.106,.261,.502,.683,.437,.443,.459,.396,.403,.000,0,.806,.198,.500,1.373671183995896,-1.241126257655468,0.1325449263404277,0.5322189305625217,-1.9990074830855509,-1.466788552523029,1.304681289534668,-1.4609036619268918,-0.1562223723922245,1.3900817439764959,1.3900817439764959,0.3348176460719863,-1.8353313190608591,-1.500513672988873,-0.3455562137220327
340,Cory Joseph,josepco01,28,2020,SAC,1338,0.14800000000000002,2.6,9.7,6.0,19.0,1.4,1.3,14.6,13.2,0.7,0.8,1.5,0.052000000000000005,.411,15.2,.637,.147,.213,.135,.141,.363,.448,.694,.423,.289,.383,.347,.189,.000,0,.905,.264,.406,-1.790731760001805,0.2690754691125178,-1.521656290889287,-1.48412821514498,1.946039279063434,0.4619110639184543,-1.815401455513443,0.6490734961209675,-1.1663279593924751,1.0924145354040842,1.0924145354040842,-1.8770229497110549,0.8130036295621562,-1.0640193201488992,-1.778305792424935
341,Frank Kaminsky,kaminfr01,26,2020,PHO,718,0.315,4.5,20.1,12.1,14.8,0.9,1.2,9.4,20.8,0.8,0.6,1.4,0.095,.455,13.3,.599,.283,.208,.068,.039,.401,.527,.570,.569,.368,.273,.348,.682,.047,10,1.000,.063,.429,-1.2543471678967848,-1.0440767881733728,-2.298423956070159,-2.03616232603237,0.0256552085975852,-2.010507117434784,-1.496894480811037,-0.8740719192338966,-2.370966400044934,0.1390693383944267,0.1390693383944267,-2.2340733711684657,-0.3158425990102822,-2.549915970178748,0.161934765415706
342,Enes Kanter,kanteen01,27,2020,BOS,783,0.28600000000000003,16.9,30.4,23.7,8.5,1.0,4.1,12.5,19.7,2.1,1.5,3.6,0.222,.577,3.6,.975,.690,.236,.014,.035,.025,.588,.633,.493,.250,.500,.143,.509,.049,11,1.000,.143,.000,1.1442023721882257,2.659847591894497,3.804049964082724,2.106488915828264,0.6196123822237452,2.726101298052009,1.373248760781603,2.3186761375181804,3.6919248982997837,2.587006050714082,2.587006050714082,0.17462818950381498,1.512194102899831,1.686822292403646,-0.6285388249845595
343,Luke Kennard,kennalu01,23,2020,DET,922,0.219,1.1,11.0,6.0,19.0,0.6,0.5,10.3,19.7,1.7,0.3,2.0,0.104,.442,18.2,.465,.126,.117,.111,.111,.535,.491,.721,.425,.342,.447,.399,.474,.003,1,.808,.186,.353,2.394623300933333,-3.138800381547978,-0.7441770806146448,1.20142876766773,-1.420254848751442,-0.2188260810837113,2.31370001945082,-2.956524006672037,-0.6428239872212167,0.9859430639117912,0.9859430639117912,1.7999903507578332,-3.2378098350389553,-1.437819484281123,-0.5436378814882828
346,Maxi Kleber,klebima01,28,2020,DAL,1347,0.185,6.8,15.1,11.0,5.6,0.5,3.7,8.7,13.8,2.6,1.1,3.7,0.131,.467,16.4,.392,.292,.056,.031,.013,.608,.601,.667,.455,.333,.400,.380,.837,.115,41,1.000,.354,.405,-0.5730608904037161,1.323907563732041,0.7508466733283253,-1.2200524771360102,2.3753821512595,1.15532967412349,-0.7867219303145159,1.636355453666354,0.8496335233518386,2.5580973628715697,2.5580973628715697,-0.5226692832767248,1.0298351898955769,0.5071659066188521,-0.5177805665467757
347,Brandon Knight,knighbr03,28,2020,CLE,254,0.14400000000000002,1.3,7.5,4.3,17.1,1.1,0.7,17.3,19.4,-0.5,0.0,-0.4,-0.084,.326,21.5,.256,.070,.070,.105,.012,.744,.409,.500,.167,.556,.000,.297,.111,.000,0,.579,.156,.300,-3.886124165555973,-3.929439835942275,-7.815564001498247,-0.9067821571609356,-1.311037190116663,-2.217819347277598,-3.4335324039520763,-3.574448664788661,-7.007981068740738,-0.5236204510953733,-0.5236204510953733,-2.247277038214638,-4.523862414013803,-6.771139452228441,0.0130099567589606
348,Brandon Knight,knighbr03,28,2020,DET,254,0.14400000000000002,1.3,7.5,4.3,17.1,1.1,0.7,17.3,19.4,-0.5,0.0,-0.4,-0.084,.326,21.5,.256,.070,.070,.105,.012,.744,.409,.500,.167,.556,.000,.297,.111,.000,0,.579,.156,.300,-18.62274312472907,-10.73491196685352,-29.35765509158259,-9.196316866112195,-2.350444863386245,-11.546761729498439,-17.73921955680439,-9.571313257242156,-27.31053281404655,-0.3274837496965299,-0.3274837496965299,-10.66428343978206,-9.587096567135012,-20.25138000691707,4.629161921723062
353,Kevin Knox II,knoxke01,20,2020,NYK,988,0.251,2.1,15.1,8.3,7.5,1.0,2.0,8.4,17.8,-0.2,0.6,0.4,0.017,.368,16.9,.490,.191,.122,.075,.101,.510,.414,.591,.262,.346,.314,.324,.543,.041,11,.947,.244,.256,-2.8880037939050562,-2.290072752697347,-5.178076546602403,-4.125465531769591,-1.5434475242467531,-5.668913056016345,-3.2529795259349332,-2.239082187432343,-5.492061713367276,-1.4114963926710367,-1.4114963926710367,-2.994232073371472,-2.9059957618417873,-5.900227835213259,0.3992064491258704
354,Furkan Korkmaz,korkmfu01,22,2020,PHI,1151,0.121,1.4,10.1,5.8,6.6,1.2,1.0,8.0,18.4,0.8,1.2,2.1,0.087,.438,19.4,.389,.123,.123,.085,.058,.611,.506,.691,.400,.447,.423,.396,.693,.022,10,.991,.190,.481,0.1700730952818966,0.3572227799360143,0.5272958752179109,-0.322324599791158,-0.6504587910144832,-0.9727833908056412,0.0866373756418718,0.1231246079541272,0.2097619835959991,1.800530809618766,1.800530809618766,0.6829011511419143,0.014399799090767,0.6973009502326813,-0.1410904551871963
355,Luke Kornet,kornelu01,24,2020,CHI,544,0.153,4.2,13.0,8.4,8.6,0.9,4.5,6.2,16.4,0.5,0.6,1.1,0.094,.439,17.5,.422,.283,.102,.021,.016,.578,.646,.755,.474,.500,.000,.287,.863,.134,23,1.000,.213,.174,-3.087881748547364,-3.1890285153821423,-6.276910263929508,-1.1991042453862673,-1.723481303661617,-2.922585549047884,-2.8217109836890213,-3.118561024476431,-5.9402720081654525,-0.9068725155775872,-0.9068725155775872,-3.2103542956422264,-2.107917672293655,-5.318271967935882,-0.33625416101932804
