Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
202,John Henson\hensojo01,PF,29,TOT,32,453,17.7,.566,.238,.262,8.5,22.7,15.5,14.3,1.8,6.8,14.2,15.9,,0.5,0.5,1.1,.115,,-1.0,3.5,2.5,0.5
202,John Henson\hensojo01,PF,29,CLE,29,412,17.0,.539,.258,.275,8.5,22.2,15.3,15.3,1.9,6.6,13.5,16.1,,0.4,0.5,0.9,.107,,-1.1,3.6,2.5,0.5
202,John Henson\hensojo01,PF,29,DET,3,41,24.7,.910,.000,.100,8.2,27.7,17.9,4.1,1.2,8.1,22.3,14.2,,0.1,0.1,0.2,.199,,-0.5,2.9,2.4,0.0
203,Dewan Hernandez\hernade01,C,23,TOR,4,11,4.2,.340,.200,.400,19.5,46.9,33.5,0.0,4.3,0.0,14.5,26.8,,0.0,0.0,0.0,.005,,-14.0,-6.2,-20.2,-0.1
204,Juan Hernangómez\hernaju01,PF,24,TOT,37,512,8.4,.470,.510,.262,6.3,17.9,12.1,6.8,0.7,1.0,10.5,15.1,,-0.1,0.5,0.4,.038,,-3.4,-1.2,-4.6,-0.3
204,Juan Hernangómez\hernaju01,PF,24,DEN,34,422,6.9,.442,.545,.227,6.2,18.6,12.4,6.8,0.6,1.1,12.9,14.3,,-0.2,0.4,0.2,.019,,-4.2,-1.0,-5.1,-0.3
204,Juan Hernangómez\hernaju01,PF,24,MIN,3,90,15.6,.553,.400,.371,6.8,14.5,10.5,6.8,1.0,0.9,2.4,19.1,,0.2,0.1,0.2,.127,,0.1,-2.6,-2.5,0.0
205,Willy Hernangómez\hernawi01,C,25,CHO,24,254,18.0,.565,.198,.455,12.3,25.0,18.4,11.1,1.2,1.8,15.4,24.7,,0.2,0.2,0.4,.078,,-2.0,-1.3,-3.3,-0.1
206,Tyler Herro\herroty01,SG,20,MIA,46,1273,11.6,.535,.476,.149,1.3,14.4,8.2,11.2,1.1,0.5,11.3,22.0,,-0.1,1.2,1.0,.039,,-1.8,-1.6,-3.4,-0.4
207,Kevin Hervey\herveke01,PF,23,OKC,6,13,-12.5,.000,.800,.000,0.0,16.5,8.5,9.3,0.0,0.0,0.0,17.0,,-0.1,0.0,-0.1,-0.359,,-13.9,-3.3,-17.2,0.0
208,Mario Hezonja\hezonma01,PF,24,POR,39,633,8.2,.493,.340,.314,3.8,18.9,11.4,6.2,1.8,0.8,14.0,13.8,,-0.1,0.5,0.4,.030,,-3.5,-0.1,-3.6,-0.3
209,Buddy Hield\hieldbu01,SG,27,SAC,54,1805,16.0,.563,.577,.120,3.1,14.1,8.4,16.0,1.2,0.8,12.0,26.8,,1.4,1.2,2.6,.068,,2.2,-1.9,0.3,1.0
210,George Hill\hillge01,PG,33,MIL,44,928,18.1,.685,.463,.237,4.5,9.2,7.0,19.0,1.6,0.4,11.8,15.7,,2.9,1.5,4.4,.228,,3.3,0.1,3.3,1.3
211,Solomon Hill\hillso01,SF,28,MEM,48,901,10.2,.549,.631,.163,2.9,13.8,8.4,13.2,1.6,0.7,13.8,13.4,,0.5,0.7,1.2,.066,,-0.8,-0.1,-1.0,0.2
212,Jaylen Hoard\hoardja01,SF,20,POR,13,103,14.9,.504,.094,.406,14.1,17.7,15.9,5.4,2.3,0.0,9.6,17.1,,0.1,0.1,0.2,.097,,-1.7,-1.6,-3.3,0.0
213,Aaron Holiday\holidaa01,PG,23,IND,49,1117,12.8,.525,.411,.124,1.8,8.9,5.4,21.1,1.5,0.9,11.9,20.6,,0.6,1.0,1.6,.068,,-0.3,-1.3,-1.7,0.1
214,Jrue Holiday\holidjr01,SG,29,NOP,46,1594,17.0,.521,.335,.172,3.7,10.6,7.1,28.9,2.2,2.1,13.6,25.4,,1.2,1.4,2.6,.077,,1.0,0.1,1.2,1.3
215,Justin Holiday\holidju01,SG,30,IND,55,1395,12.5,.591,.663,.144,2.3,12.4,7.4,7.6,2.0,2.2,7.0,13.1,,1.6,1.8,3.4,.117,,1.0,1.3,2.3,1.5
216,Rondae Hollis-Jefferson\holliro01,SF,25,TOR,43,841,16.0,.537,.063,.445,10.9,15.5,13.2,12.9,2.3,2.0,11.9,17.6,,1.3,1.5,2.8,.157,,-1.0,2.4,1.4,0.7
217,Richaun Holmes\holmeri01,C,26,SAC,37,1087,20.9,.692,.000,.301,11.3,21.6,16.3,5.3,1.8,4.6,11.6,15.9,,3.2,1.4,4.6,.203,,1.1,2.4,3.5,1.5
218,Rodney Hood\hoodro01,SF,27,POR,21,619,12.2,.625,.413,.157,1.7,10.2,6.0,7.1,1.3,0.5,9.4,13.9,,0.9,0.2,1.1,.088,,0.6,-1.1,-0.5,0.2
219,Al Horford\horfoal01,C,33,PHI,50,1543,15.2,.519,.397,.101,5.5,18.2,11.9,18.2,1.4,2.5,8.2,17.6,,1.8,2.3,4.1,.128,,0.3,1.9,2.3,1.7
220,Talen Horton-Tucker\hortota01,SG,19,LAL,2,5,14.9,.000,1.000,.000,0.0,0.0,0.0,44.7,9.5,0.0,0.0,8.5,,0.0,0.0,0.0,.110,,-5.6,-3.8,-9.4,0.0
221,Danuel House\houseda01,SF,26,HOU,48,1487,11.5,.570,.651,.184,3.6,11.6,7.6,5.6,1.7,1.6,8.6,13.5,,1.6,1.4,3.0,.096,,-0.2,0.3,0.0,0.8
222,Dwight Howard\howardw01,C,34,LAL,53,1049,19.1,.695,.022,.681,15.2,27.8,21.7,4.5,1.0,5.8,17.9,14.6,,2.3,2.0,4.3,.198,,-0.2,2.7,2.4,1.2
223,William Howard\howarwi01,SG,26,HOU,2,13,-12.7,.000,1.000,.000,0.0,16.2,8.0,9.0,0.0,0.0,20.0,15.8,,-0.1,0.0,-0.1,-0.353,,-14.7,-2.9,-17.6,-0.1
224,Kevin Huerter\huertke01,SG,21,ATL,45,1364,11.6,.545,.547,.119,2.1,12.5,7.3,16.3,1.3,1.3,12.8,17.7,,0.7,0.5,1.1,.040,,-0.4,-1.2,-1.6,0.1
225,De'Andre Hunter\huntede01,SF,22,ATL,53,1674,8.5,.516,.438,.201,1.9,11.8,6.8,8.3,1.1,0.7,11.9,17.7,,-0.5,0.4,-0.1,-0.003,,-2.6,-1.8,-4.4,-1.0
226,Chandler Hutchison\hutchch01,SF,23,CHI,28,527,12.4,.521,.217,.446,3.6,19.5,11.2,7.5,2.5,1.2,11.4,19.1,,0.0,0.7,0.7,.062,,-4.0,0.4,-3.6,-0.2
227,Serge Ibaka\ibakase01,C,30,TOR,44,1197,18.6,.597,.248,.195,8.1,22.6,15.5,8.3,1.0,3.0,12.5,24.3,,1.4,2.1,3.5,.141,,-0.6,0.6,0.0,0.6
228,Andre Iguodala\iguodan01,SG,36,MIA,3,63,11.2,.722,.778,.000,9.3,18.6,14.2,15.2,0.8,1.6,30.8,9.1,,0.1,0.1,0.2,.122,,0.1,0.7,0.7,0.0
229,Ersan İlyasova\ilyaser01,PF,32,MIL,50,810,16.2,.591,.418,.259,7.3,22.3,15.3,7.4,1.1,1.5,8.5,17.4,,1.5,1.6,3.2,.188,,-0.3,0.5,0.2,0.5
230,Joe Ingles\inglejo01,SF,32,UTA,54,1628,12.6,.580,.626,.163,1.3,12.7,7.3,23.8,1.5,0.4,17.9,15.3,,2.0,1.8,3.9,.114,,1.1,0.7,1.8,1.6
231,Brandon Ingram\ingrabr01,PF,22,NOP,47,1601,20.6,.600,.348,.341,2.7,17.2,9.9,20.0,1.3,1.8,12.6,28.6,,3.4,1.3,4.6,.138,,2.8,-0.6,2.2,1.7
232,Kyrie Irving\irvinky01,PG,27,BRK,20,658,26.3,.595,.341,.245,3.5,12.3,8.0,37.2,1.9,1.2,10.1,32.6,,2.2,0.8,3.0,.218,,7.3,0.1,7.4,1.6
233,Jonathan Isaac\isaacjo01,SF,22,ORL,32,949,17.1,.542,.283,.227,6.1,19.2,12.4,7.3,2.6,7.4,11.7,18.4,,0.4,2.0,2.4,.119,,-2.1,5.0,2.9,1.2
234,Wesley Iwundu\iwundwe01,SF,25,ORL,41,749,9.7,.507,.348,.371,3.0,12.4,7.5,8.3,1.6,1.2,7.6,13.0,,0.4,0.8,1.2,.079,,-3.1,0.4,-2.7,-0.1
235,Frank Jackson\jacksfr01,PG,21,NOP,44,581,8.6,.520,.464,.254,2.7,7.5,5.1,8.9,1.2,0.6,13.5,20.3,,-0.2,0.2,0.1,.004,,-2.9,-3.0,-5.8,-0.6
236,Jaren Jackson\jacksja02,C,20,MEM,52,1463,16.4,.590,.481,.230,3.8,13.9,9.0,7.4,1.1,5.1,10.6,24.1,,1.4,1.5,3.0,.097,,0.7,0.2,0.9,1.1
237,Josh Jackson\jacksjo02,SG,22,MEM,7,123,7.0,.449,.439,.317,4.4,18.6,11.6,6.3,2.3,0.7,17.6,19.2,,-0.2,0.1,-0.1,-0.038,,-5.7,-0.5,-6.2,-0.1
238,Justin Jackson\jacksju01,PF,24,DAL,49,788,9.4,.493,.485,.124,3.0,12.4,7.8,5.8,0.6,0.6,3.7,16.3,,0.4,0.4,0.8,.050,,-2.0,-2.4,-4.4,-0.5
239,Reggie Jackson\jacksre01,PG,29,DET,14,381,14.8,.492,.414,.167,3.2,8.9,6.1,30.5,1.0,0.2,9.8,26.9,,0.3,0.1,0.4,.053,,1.0,-3.3,-2.4,0.0
240,Justin James\jamesju01,SG,23,SAC,31,216,11.7,.487,.333,.269,3.0,13.0,7.8,11.0,1.4,4.0,8.4,19.2,,0.0,0.2,0.2,.037,,-3.7,-0.2,-3.9,-0.1
241,LeBron James\jamesle01,PG,35,LAL,51,1779,25.2,.569,.317,.276,3.2,20.9,12.3,49.9,1.8,1.1,15.5,31.5,,4.8,2.7,7.5,.203,,6.1,2.1,8.2,4.6
242,Amile Jefferson\jeffeam01,PF,26,ORL,18,74,9.0,.372,.000,1.000,13.8,19.5,16.5,7.4,0.7,3.7,13.0,13.6,,-0.1,0.1,0.0,.027,,-6.5,1.2,-5.3,-0.1
243,DaQuan Jeffries\jeffrda01,SG,22,SAC,6,19,10.8,.500,.571,.000,5.7,0.0,3.0,7.9,2.6,0.0,0.0,16.1,,0.0,0.0,0.0,.081,,0.2,-3.0,-2.8,0.0
244,Ty Jerome\jeromty01,PG,22,PHO,21,247,10.7,.465,.412,.141,2.6,13.2,7.8,20.9,2.7,1.1,13.4,17.9,,-0.1,0.3,0.2,.038,,-2.8,0.1,-2.7,0.0
245,Alize Johnson\johnsal02,SF,23,IND,11,46,14.5,.541,.000,.429,14.5,21.5,18.1,6.0,0.0,0.0,5.7,16.9,,0.1,0.0,0.1,.142,,-1.9,-2.9,-4.8,0.0
246,B.J. Johnson\johnsbj01,SF,24,ORL,8,46,2.6,.344,.333,.111,2.2,12.0,6.9,6.3,2.1,0.0,13.7,20.7,,-0.2,0.1,-0.1,-0.129,,-9.6,-1.9,-11.5,-0.1
247,Cameron Johnson\johnsca02,PF,23,PHO,42,832,11.9,.565,.693,.148,4.7,11.6,8.1,7.6,1.4,1.4,8.3,16.0,,0.8,0.6,1.4,.082,,0.4,-0.9,-0.5,0.3
248,James Johnson\johnsja01,PF,32,TOT,21,361,11.9,.552,.505,.183,3.7,16.3,10.2,13.8,1.6,4.5,16.9,17.1,,0.0,0.5,0.5,.070,,-2.3,1.6,-0.7,0.1
248,James Johnson\johnsja01,PF,32,MIA,18,281,11.3,.547,.517,.161,3.3,16.7,10.3,11.1,1.0,4.6,13.9,17.0,,0.0,0.4,0.4,.070,,-2.4,1.1,-1.2,0.1
248,James Johnson\johnsja01,PF,32,MIN,3,80,14.1,.568,.455,.273,5.1,14.9,9.8,23.3,3.5,4.1,26.8,17.3,,0.0,0.1,0.1,.070,,-1.9,3.1,1.2,0.1
249,Keldon Johnson\johnske04,SF,20,SAS,4,12,6.1,.400,.000,.000,0.0,26.7,13.4,0.0,0.0,0.0,0.0,18.1,,0.0,0.0,0.0,-0.072,,-11.1,-7.4,-18.5,0.0
250,Stanley Johnson\johnsst04,PF,23,TOR,17,84,2.5,.353,.429,.143,3.8,18.4,11.3,9.5,1.7,2.3,21.2,19.3,,-0.3,0.1,-0.2,-0.090,,-9.2,0.9,-8.3,-0.1
251,Tyler Johnson\johnsty01,SG,27,PHO,31,515,8.1,.481,.485,.187,2.1,9.2,5.6,13.5,1.1,1.3,11.5,17.3,,-0.2,0.3,0.1,.013,,-3.1,-1.5,-4.6,-0.3
252,Nikola Jokić\jokicni01,C,24,DEN,55,1789,25.3,.597,.244,.272,8.2,26.5,17.3,34.7,1.8,1.9,14.8,27.0,,5.2,2.8,8.0,.216,,5.4,3.1,8.4,4.7
253,Damian Jones\jonesda03,C,24,ATL,51,850,15.9,.718,.047,.488,8.9,15.8,12.3,5.5,1.4,3.7,11.8,11.6,,2.2,0.6,2.7,.155,,-0.2,0.8,0.6,0.5
254,Derrick Jones\jonesde02,SF,22,MIA,40,988,13.7,.598,.394,.382,4.8,13.7,9.4,5.3,2.0,2.8,7.9,14.1,,1.5,1.3,2.8,.135,,-0.3,1.3,1.0,0.7
255,Tyus Jones\jonesty01,PG,23,MEM,54,1018,15.4,.536,.264,.108,0.7,8.0,4.4,32.2,2.1,0.5,11.9,16.2,,1.6,0.7,2.3,.110,,-0.5,-2.2,-2.7,-0.2
256,DeAndre Jordan\jordade01,C,31,BRK,45,958,20.5,.688,.000,.411,11.8,35.4,23.9,13.7,0.8,3.9,19.2,14.3,,2.3,1.9,4.2,.209,,-0.7,4.0,3.3,1.3
257,Cory Joseph\josepco01,PG,28,SAC,54,1338,9.6,.498,.360,.148,2.6,9.7,6.0,19.0,1.4,1.3,14.6,13.2,,0.7,0.8,1.5,.052,,-2.1,-0.2,-2.4,-0.1
258,Mfiondu Kabengele\kabenmf01,C,22,LAC,12,64,18.2,.614,.625,.156,1.6,15.7,8.8,4.8,1.5,2.7,5.5,23.4,,0.1,0.1,0.2,.174,,1.4,-2.0,-0.7,0.0
259,Frank Kaminsky\kaminfr01,C,26,PHO,32,718,14.6,.554,.401,.315,4.5,20.1,12.1,14.8,0.9,1.2,9.4,20.8,,0.8,0.6,1.4,.095,,-0.2,-0.7,-0.9,0.2
260,Enes Kanter\kanteen01,C,27,BOS,42,783,22.9,.611,.025,.286,16.9,30.4,23.7,8.5,1.0,4.1,12.5,19.7,,2.1,1.5,3.6,.222,,0.4,1.8,2.2,0.8
261,Luke Kennard\kennalu01,SG,23,DET,28,922,14.4,.589,.535,.219,1.1,11.0,6.0,19.0,0.6,0.5,10.3,19.7,,1.7,0.3,2.0,.104,,1.7,-2.4,-0.6,0.3
262,Stanton Kidd\kiddst01,SF,27,UTA,4,15,-13.7,.000,.333,.000,0.0,20.8,10.9,7.9,0.0,0.0,40.0,14.6,,-0.1,0.0,-0.1,-0.321,,-16.3,0.5,-15.8,-0.1
263,Michael Kidd-Gilchrist\kiddgmi01,PF,26,CHO,12,160,6.1,.421,.321,.170,5.9,18.4,11.9,9.5,0.0,1.7,10.9,17.5,,-0.2,0.1,-0.1,-0.030,,-6.0,-2.0,-8.0,-0.2
264,Louis King\kinglo02,SF,20,DET,10,62,6.3,.448,.524,.143,1.8,16.5,9.1,11.7,1.6,0.0,8.2,17.0,,0.0,0.0,0.0,-0.002,,-3.8,-1.9,-5.8,-0.1
265,Maxi Kleber\klebima01,C,28,DAL,54,1347,14.0,.608,.619,.185,6.8,15.1,11.0,5.6,0.5,3.7,8.7,13.8,,2.6,1.1,3.7,.131,,1.2,0.5,1.6,1.2
266,Brandon Knight\knighbr03,PG,28,TOT,17,254,4.6,.428,.756,.144,1.3,7.5,4.3,17.1,1.1,0.7,17.3,19.4,,-0.5,0.0,-0.4,-0.084,,-3.8,-3.6,-7.4,-0.3
266,Brandon Knight\knighbr03,PG,28,CLE,16,241,5.5,.431,.744,.151,1.4,7.9,4.6,18.0,1.0,0.7,14.9,19.0,,-0.3,0.0,-0.3,-0.064,,-3.1,-3.7,-6.8,-0.3
266,Brandon Knight\knighbr03,PG,28,DET,1,13,-12.8,.375,1.000,.000,0.0,0.0,0.0,0.0,3.8,0.0,50.0,26.7,,-0.1,0.0,-0.1,-0.462,,-15.7,-1.8,-17.5,-0.1
267,Kevin Knox\knoxke01,SF,20,NYK,54,988,9.0,.480,.512,.251,2.1,15.1,8.3,7.5,1.0,2.0,8.4,17.8,,-0.2,0.6,0.4,.017,,-3.0,-1.3,-4.3,-0.6
268,John Konchar\konchjo01,SG,23,MEM,6,34,8.5,.643,.400,.200,0.0,6.1,3.1,10.9,0.0,0.0,0.0,6.7,,0.1,0.0,0.1,.088,,-2.0,-3.0,-5.0,0.0
269,Furkan Korkmaz\korkmfu01,SG,22,PHI,54,1151,11.8,.572,.626,.121,1.4,10.1,5.8,6.6,1.2,1.0,8.0,18.4,,0.8,1.2,2.1,.087,,-0.3,-1.7,-1.9,0.0
270,Luke Kornet\kornelu01,C,24,CHI,35,544,12.8,.538,.574,.153,4.2,13.0,8.4,8.6,0.9,4.5,6.2,16.4,,0.5,0.6,1.1,.094,,-1.3,0.4,-0.9,0.1
271,Kyle Korver\korveky01,SF,38,MIL,47,782,10.6,.600,.797,.131,1.6,10.0,6.1,9.0,1.2,1.2,13.5,15.2,,0.6,1.3,1.9,.114,,-0.2,-0.1,-0.3,0.3
272,Rodions Kurucs\kurucro01,PF,21,BRK,32,424,9.8,.609,.466,.190,4.0,14.4,9.3,9.9,1.4,0.4,20.3,15.5,,0.1,0.5,0.6,.068,,-2.4,-0.1,-2.6,-0.1
273,Kyle Kuzma\kuzmaky01,PF,24,LAL,44,1086,12.1,.537,.413,.233,4.3,15.0,9.8,7.6,0.7,1.5,12.1,22.8,,0.2,1.2,1.4,.060,,-2.0,-1.5,-3.5,-0.4
274,Skal Labissière\labissk01,C,23,POR,33,567,15.4,.588,.088,.224,11.9,18.6,15.3,10.3,0.6,4.6,15.7,14.3,,1.0,0.4,1.4,.122,,-0.6,1.6,1.1,0.4
275,Jeremy Lamb\lambje01,SG,27,IND,44,1261,14.3,.556,.331,.217,2.0,15.0,8.6,10.4,2.0,1.5,8.8,19.5,,1.0,1.6,2.6,.101,,-0.4,0.6,0.3,0.7
276,Romeo Langford\langfro01,SG,20,BOS,18,184,9.7,.586,.385,.410,3.5,7.0,5.3,2.2,1.3,3.0,9.8,11.8,,0.2,0.2,0.4,.100,,-2.1,0.2,-1.9,0.0
277,Zach LaVine\lavinza01,SG,24,CHI,55,1898,19.9,.573,.405,.291,2.1,13.7,7.7,21.6,2.0,1.2,13.0,31.4,,2.1,2.0,4.2,.105,,2.6,-0.8,1.8,1.8
278,Vic Law\lawvi01,SF,24,ORL,3,4,-30.4,.000,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,,-0.1,0.0,-0.1,-0.807,,-25.1,-9.5,-34.6,0.0
279,Jake Layman\laymaja01,PF,25,MIN,14,369,10.0,.539,.409,.076,3.3,8.5,5.8,4.5,1.5,2.2,11.7,17.3,,-0.1,0.2,0.2,.023,,-2.6,-0.7,-3.4,-0.1
280,T.J. Leaf\leaftj01,PF,22,IND,22,180,13.7,.476,.212,.152,12.4,24.4,18.5,4.6,1.9,1.5,7.9,18.7,,0.0,0.3,0.3,.085,,-3.3,-0.8,-4.1,-0.1
281,Jalen Lecque\lecquja01,PG,19,PHO,4,26,5.0,.460,.400,.200,0.0,0.0,0.0,11.1,0.0,0.0,8.4,19.4,,0.0,0.0,0.0,-0.040,,-6.1,-7.6,-13.7,-0.1
282,Courtney Lee\leeco01,SG,34,DAL,14,142,14.0,.731,.615,.000,1.5,5.1,3.3,5.0,1.4,1.8,7.1,12.7,,0.3,0.1,0.4,.136,,1.9,-1.5,0.4,0.1
283,Damion Lee\leeda03,SG,27,GSW,39,1090,12.4,.542,.421,.264,2.8,16.4,9.4,13.6,1.7,0.2,10.7,18.9,,0.6,0.6,1.3,.056,,-1.1,-1.2,-2.3,-0.1
284,Alex Len\lenal01,C,26,ATL,40,745,17.6,.590,.215,.312,9.9,23.5,16.6,8.8,1.2,3.7,11.7,18.7,,1.1,0.6,1.8,.115,,-1.0,0.2,-0.8,0.2
285,Kawhi Leonard\leonaka01,SF,28,LAC,42,1364,26.4,.579,.277,.333,3.3,20.0,11.9,28.4,2.6,1.9,11.5,33.8,,3.4,2.5,5.9,.208,,4.7,2.4,7.1,3.1
286,Meyers Leonard\leoname01,C,27,MIA,49,987,11.2,.640,.534,.117,3.2,23.9,14.0,7.7,0.6,1.5,13.0,12.0,,1.1,1.1,2.2,.108,,-1.3,0.3,-1.0,0.2
287,Caris LeVert\leverca01,SG,25,BRK,28,763,12.2,.491,.279,.253,3.5,10.0,6.8,21.2,1.6,0.5,14.6,27.9,,-0.7,0.8,0.1,.007,,-2.7,-1.1,-3.8,-0.3
288,Damian Lillard\lillada01,PG,29,POR,54,1996,26.8,.621,.489,.376,1.5,10.5,6.0,35.2,1.2,0.8,11.0,30.6,,8.7,0.6,9.3,.223,,9.1,-2.5,6.6,4.3
289,Nassir Little\littlna01,PF,19,POR,39,496,9.9,.513,.398,.305,6.1,14.3,10.2,4.8,1.0,2.4,9.4,13.7,,0.3,0.3,0.6,.053,,-2.2,-0.7,-3.0,-0.1
290,Kevon Looney\looneke01,C,23,GSW,15,176,8.9,.391,.137,.176,12.9,15.2,14.0,9.1,1.9,2.0,11.3,15.0,,-0.1,0.1,0.0,.008,,-4.7,0.2,-4.5,-0.1
291,Brook Lopez\lopezbr01,C,31,MIL,52,1391,14.0,.537,.508,.183,2.4,13.3,8.2,8.0,1.2,8.4,9.0,16.7,,0.7,3.3,4.0,.138,,-1.8,4.9,3.1,1.8
292,Robin Lopez\lopezro01,C,31,MIL,50,684,11.5,.551,.329,.199,6.9,11.2,9.2,6.4,0.5,4.3,14.9,16.6,,0.2,1.2,1.4,.095,,-3.0,1.3,-1.6,0.1
293,Kevin Love\loveke01,PF,31,CLE,46,1439,18.3,.602,.522,.283,3.0,31.7,17.2,15.0,0.9,0.9,14.5,23.4,,2.1,0.9,3.0,.100,,1.3,-0.7,0.6,1.0
294,Kyle Lowry\lowryky01,PG,33,TOR,43,1569,17.8,.587,.564,.395,1.8,11.7,6.8,30.6,1.6,1.1,14.8,23.0,,3.4,2.1,5.6,.170,,3.3,-0.1,3.2,2.1
295,Timothé Luwawu-Cabarrot\luwawti01,SG,24,BRK,28,423,8.5,.567,.545,.339,3.0,11.1,7.2,4.6,1.5,0.6,14.0,14.8,,0.1,0.5,0.6,.066,,-2.7,-0.6,-3.3,-0.1
296,Trey Lyles\lylestr01,PF,24,SAS,54,993,12.0,.535,.492,.124,6.8,25.9,16.4,7.3,0.9,1.9,10.5,13.3,,0.7,0.8,1.5,.073,,-1.4,-0.2,-1.6,0.1
297,Daryl Macon\maconda01,SG,24,MIA,4,14,-3.0,.500,.667,.000,0.0,0.0,0.0,9.6,0.0,0.0,40.0,15.8,,0.0,0.0,0.0,-0.158,,-9.5,-5.9,-15.4,0.0
298,J.P. Macura\macurjp01,SG,24,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.026,,-6.2,-0.8,-7.0,0.0
299,Josh Magette\magetjo01,PG,30,ORL,8,38,5.2,.378,.267,.133,2.7,14.6,8.4,19.8,3.9,2.4,23.9,23.9,,-0.2,0.1,-0.1,-0.122,,-9.1,2.0,-7.1,0.0
300,Ian Mahinmi\mahinia01,C,33,WAS,33,725,14.5,.554,.126,.529,10.3,19.9,14.9,8.1,1.5,5.1,15.4,15.9,,0.7,0.6,1.2,.082,,-1.8,1.6,-0.2,0.3
301,Thon Maker\makerth01,C,22,DET,52,662,14.0,.611,.331,.662,8.1,15.4,11.7,7.1,1.5,4.0,17.1,15.7,,0.8,0.7,1.5,.106,,-1.4,1.0,-0.4,0.3
302,Terance Mann\mannte01,SG,23,LAC,34,270,7.1,.472,.222,.222,1.6,10.8,6.3,18.0,1.4,1.6,19.1,11.2,,0.0,0.3,0.3,.055,,-4.2,0.7,-3.5,-0.1
303,Boban Marjanović\marjabo01,C,31,DAL,28,255,22.1,.590,.074,.306,15.1,31.2,23.2,7.2,0.8,1.7,12.7,26.4,,0.5,0.3,0.9,.161,,-1.6,-2.3,-4.0,-0.1
304,Lauri Markkanen\markkla01,PF,22,CHI,46,1395,14.4,.560,.535,.271,4.3,19.7,11.7,7.8,1.3,1.5,11.1,21.2,,1.0,1.5,2.5,.087,,-0.6,-0.6,-1.3,0.3
305,Caleb Martin\martica02,SF,24,CHO,8,99,3.5,.392,.320,.280,2.1,12.6,7.1,7.3,1.5,1.9,12.5,14.2,,-0.2,0.1,-0.1,-0.047,,-7.1,-0.6,-7.7,-0.1
306,Cody Martin\martico01,SF,24,CHO,37,591,10.9,.516,.383,.319,5.0,14.6,9.6,12.6,2.3,0.9,13.5,13.8,,0.3,0.5,0.7,.061,,-2.4,0.3,-2.1,0.0
307,Jeremiah Martin\martije02,PG,23,BRK,2,11,4.8,.250,.000,.000,0.0,9.1,4.7,12.4,4.3,0.0,0.0,15.2,,0.0,0.0,0.0,-0.055,,-9.2,1.2,-8.0,0.0
308,Kelan Martin\martike03,SF,24,MIN,22,370,7.3,.477,.519,.092,1.9,19.0,10.2,3.9,0.8,1.6,8.1,16.5,,-0.2,0.3,0.0,.005,,-4.8,-1.8,-6.5,-0.4
309,Frank Mason\masonfr01,PG,25,MIL,4,18,6.0,.285,.571,.571,5.8,5.1,5.5,32.4,2.5,0.0,10.2,22.3,,0.0,0.0,0.0,-0.023,,-4.7,-1.9,-6.6,0.0
310,Garrison Mathews\mathega01,SG,23,WAS,16,202,14.1,.726,.840,.640,3.1,9.4,6.2,6.4,0.7,0.4,9.8,14.6,,0.6,0.0,0.6,.144,,3.0,-4.1,-1.1,0.0
311,Wesley Matthews\matthwe02,SG,33,MIL,51,1253,8.3,.558,.691,.166,0.9,8.5,4.9,7.0,1.1,0.6,9.5,12.5,,0.7,1.9,2.5,.097,,-1.1,0.3,-0.8,0.4
312,Patrick McCaw\mccawpa01,SF,24,TOR,31,747,8.4,.531,.423,.117,2.3,7.0,4.7,12.3,2.1,0.5,14.8,9.7,,0.4,0.9,1.3,.085,,-1.9,1.2,-0.7,0.2
313,CJ McCollum\mccolcj01,SG,28,POR,52,1856,16.0,.534,.371,.118,1.8,9.3,5.6,16.7,1.0,1.5,8.1,25.7,,1.9,0.5,2.4,.062,,1.2,-2.2,-1.0,0.5
314,T.J. McConnell\mccontj01,PG,27,IND,53,1016,17.1,.549,.041,.111,3.0,12.5,7.7,38.3,1.9,1.0,18.3,17.5,,1.6,1.1,2.7,.129,,-0.6,-0.4,-0.9,0.3
315,Jalen McDaniels\mcdanja01,PF,22,CHO,5,65,18.4,.779,.438,.188,3.2,17.4,10.0,2.5,2.3,0.0,0.0,11.7,,0.2,0.1,0.3,.199,,1.4,-2.0,-0.6,0.0
316,Doug McDermott\mcderdo01,PF,28,IND,55,1134,13.9,.618,.542,.102,2.2,11.6,6.9,7.7,0.3,0.3,6.7,19.3,,1.9,0.7,2.6,.109,,1.7,-2.9,-1.2,0.2
317,JaVale McGee\mcgeeja01,C,32,LAL,51,858,21.1,.658,.024,.271,12.7,24.7,18.9,5.4,1.4,8.3,12.4,15.6,,2.1,1.9,3.9,.219,,-0.3,4.3,4.0,1.3
318,Rodney McGruder\mcgruro01,SG,28,LAC,43,707,6.3,.460,.507,.178,3.7,13.8,8.9,5.2,1.5,1.0,10.8,10.3,,-0.1,0.9,0.7,.049,,-3.1,1.2,-1.9,0.0
