,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
555,480,P.J. Washington\washipj01,PF,21,CHO,47,1414,12.3,0.55,0.348,0.244,3.1,17.2,9.9,10.8,1.5,2.5,12.9,17.7,,0.4,1.2,1.6,0.054000000000000006,,-2.0,0.7,-1.4,0.2
556,481,Yuta Watanabe\watanyu01,SG,25,MEM,9,49,7.9,0.508,0.28600000000000003,0.28600000000000003,2.2,14.8,8.6,2.6,0.9,1.7,6.0,14.3,,0.0,0.0,0.0,0.034,,-4.9,-1.8,-6.7,-0.1
557,482,Tremont Waters\watertr01,PG,22,BOS,9,73,8.2,0.457,0.536,0.214,0.0,10.2,5.2,19.1,3.3,2.5,20.7,22.6,,-0.1,0.1,0.0,-0.011000000000000001,,-4.8,0.5,-4.3,0.0
558,483,Paul Watson\watsopa01,SF-SG,25,TOT,4,22,-2.5,0.063,0.429,0.28600000000000003,0.0,14.6,7.3,21.8,2.1,0.0,0.0,14.9,,-0.1,0.0,-0.1,-0.20600000000000002,,-11.1,-1.7,-12.8,-0.1
559,483,Paul Watson\watsopa01,SG,25,ATL,2,17,-7.1,0.0,0.429,0.0,0.0,12.8,6.3,21.3,2.7,0.0,0.0,17.1,,-0.1,0.0,-0.1,-0.322,,-13.5,-2.0,-15.4,-0.1
560,483,Paul Watson\watsopa01,SF,25,TOR,2,5,13.2,0.568,,,0.0,20.6,10.5,23.7,0.0,0.0,0.0,7.5,,0.0,0.0,0.0,0.18899999999999997,,-3.1,-0.8,-3.9,0.0
561,484,Quinndary Weatherspoon\weathqu01,SG,23,SAS,1,4,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,,0.0,0.0,0.0,-0.28600000000000003,,-13.5,-3.7,-17.2,0.0
562,485,Russell Westbrook\westbru01,PG,31,HOU,45,1621,21.1,0.531,0.177,0.292,4.7,18.5,11.6,35.7,2.1,0.8,14.6,34.2,,1.7,1.9,3.6,0.106,,1.1,1.0,2.1,1.7
563,486,Coby White\whiteco01,SG,19,CHI,55,1337,10.1,0.47700000000000004,0.48200000000000004,0.151,2.0,14.2,7.8,15.3,1.5,0.3,11.1,23.1,,-1.0,1.2,0.1,0.005,,-2.8,-1.6,-4.4,-0.8
564,487,Derrick White\whitede01,SG,25,SAS,52,1237,15.6,0.579,0.33899999999999997,0.35200000000000004,2.4,11.5,6.9,19.8,1.1,3.0,12.0,18.2,,2.1,0.7,2.7,0.107,,0.7,-0.6,0.1,0.7
565,488,Hassan Whiteside\whiteha01,C,30,POR,51,1570,24.8,0.64,0.006999999999999999,0.35600000000000004,13.4,33.2,23.5,5.9,0.6,8.2,13.5,19.5,,4.2,2.5,6.7,0.205,,-0.1,3.2,3.1,2.0
566,489,Andrew Wiggins\wiggian01,SF-SG,24,TOT,45,1554,16.8,0.5429999999999999,0.349,0.275,3.2,12.4,7.7,18.6,1.1,2.2,11.0,27.8,,1.0,1.0,2.1,0.063,,0.6,-1.2,-0.6,0.5
567,489,Andrew Wiggins\wiggian01,SF,24,MIN,42,1455,16.2,0.535,0.348,0.262,3.3,12.7,7.9,18.4,0.9,2.1,10.8,28.0,,0.7,0.9,1.7,0.055,,0.4,-1.3,-0.9,0.4
568,489,Andrew Wiggins\wiggian01,SG,24,GSW,3,99,25.3,0.701,0.375,0.525,1.0,7.9,4.3,21.7,3.4,4.5,14.0,24.6,,0.3,0.1,0.4,0.19399999999999998,,3.6,0.0,3.6,0.1
569,490,Grant Williams\willigr01,PF,21,BOS,52,809,8.7,0.528,0.424,0.297,6.8,11.5,9.2,8.9,1.3,3.3,18.7,12.1,,0.3,1.1,1.4,0.08199999999999999,,-2.0,1.9,-0.1,0.4
570,491,Johnathan Williams\willijo04,C,24,WAS,11,135,14.4,0.643,0.08,0.2,11.7,23.3,17.3,5.8,0.3,3.8,12.8,9.6,,0.3,0.1,0.3,0.114,,-1.4,-0.1,-1.5,0.0
571,492,Kenrich Williams\willike04,PF,25,NOP,35,779,7.7,0.43,0.6709999999999999,0.168,6.6,17.6,12.0,8.4,1.5,2.2,12.0,9.2,,0.1,0.7,0.8,0.047,,-2.2,1.7,-0.5,0.3
572,493,Lou Williams\willilo02,SG,33,LAC,52,1562,17.3,0.542,0.331,0.374,1.5,9.0,5.4,30.2,1.0,0.6,14.0,28.8,,2.0,1.4,3.4,0.105,,1.0,-1.8,-0.8,0.5
573,494,Marvin Williams\willima02,PF,33,TOT,42,828,12.0,0.599,0.556,0.243,2.0,13.2,7.4,7.5,1.6,2.4,9.5,13.8,,0.9,0.6,1.5,0.09,,-1.2,-0.1,-1.4,0.1
574,494,Marvin Williams\willima02,PF,33,CHO,41,808,11.8,0.593,0.557,0.23800000000000002,1.9,13.2,7.3,7.7,1.6,2.5,9.7,13.9,,0.9,0.6,1.4,0.085,,-1.3,0.0,-1.3,0.1
575,494,Marvin Williams\willima02,PF,33,MIL,1,20,17.0,0.922,0.5,0.5,5.2,13.8,9.8,0.0,0.0,0.0,0.0,10.0,,0.1,0.0,0.1,0.27699999999999997,,2.2,-4.3,-2.1,0.0
576,495,Robert Williams\williro04,C,22,BOS,19,269,18.2,0.6709999999999999,0.0,0.28600000000000003,9.3,25.4,17.4,10.7,3.1,7.2,22.5,11.3,,0.4,0.7,1.1,0.195,,-1.1,7.0,5.9,0.5
577,496,Nigel Williams-Goss\willini01,PG,25,UTA,9,28,5.7,0.254,0.28600000000000003,0.28600000000000003,8.2,11.1,9.7,22.2,1.7,3.0,20.2,15.4,,-0.1,0.0,0.0,-0.039,,-6.5,2.2,-4.3,0.0
578,497,Zion Williamson\willizi01,PF,19,NOP,10,274,25.4,0.62,0.076,0.542,13.3,15.5,14.4,14.1,1.2,1.2,13.6,30.9,,0.7,0.2,0.9,0.153,,2.4,-1.8,0.5,0.2
579,498,D.J. Wilson\wilsodj01,PF,23,MIL,26,235,7.8,0.48700000000000004,0.57,0.08900000000000001,2.7,18.1,10.9,9.9,0.2,1.5,12.8,16.5,,-0.1,0.4,0.3,0.055,,-4.1,-0.3,-4.4,-0.1
580,499,Justise Winslow\winslju01,SF,23,MIA,11,352,8.7,0.44,0.209,0.209,5.3,17.3,11.6,18.6,1.0,1.4,14.6,20.7,,-0.4,0.4,0.0,0.001,,-4.3,0.3,-3.9,-0.2
581,500,Christian Wood\woodch01,PF,24,DET,53,1013,22.6,0.66,0.28300000000000003,0.508,8.6,25.3,16.9,6.9,1.2,3.7,11.9,21.9,,2.8,1.2,4.0,0.187,,1.1,-0.1,0.9,0.8
582,501,Delon Wright\wrighde01,SG,27,DAL,53,1116,16.6,0.5539999999999999,0.297,0.252,5.5,13.4,9.5,22.0,2.4,1.4,12.4,15.2,,2.3,1.2,3.5,0.151,,1.0,1.2,2.2,1.2
583,502,Thaddeus Young\youngth01,PF,31,CHI,54,1296,12.2,0.511,0.365,0.12,6.1,15.8,10.8,11.0,2.4,1.2,14.4,19.7,,-0.5,1.6,1.2,0.043,,-2.4,0.7,-1.6,0.1
584,503,Trae Young\youngtr01,PG,21,ATL,50,1760,24.4,0.599,0.45299999999999996,0.444,1.8,11.8,6.7,45.9,1.5,0.2,16.4,35.0,,4.5,0.5,5.1,0.138,,7.7,-2.7,5.0,3.1
585,504,Cody Zeller\zelleco01,C,27,CHO,50,1154,18.2,0.563,0.165,0.34,12.7,21.1,16.7,10.8,1.4,1.8,11.6,20.9,,1.8,1.0,2.8,0.11800000000000001,,-0.1,-0.2,-0.3,0.5
586,505,Ante Žižić\zizican01,C,23,CLE,16,159,18.7,0.621,0.0,0.306,9.6,28.8,19.1,2.9,1.8,2.1,8.3,16.2,,0.4,0.1,0.5,0.151,,-2.4,-1.5,-3.9,-0.1
587,506,Ivica Zubac\zubaciv01,C,22,LAC,55,980,21.0,0.637,0.006999999999999999,0.408,15.0,25.2,20.2,8.7,0.5,4.9,11.9,16.6,,2.9,1.7,4.6,0.22399999999999998,,0.7,2.6,3.2,1.3
