player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Ryan Arcidiacono,arcidry01,2020,RS,CHI,1778,827,-.7671718315410011,1.738517346828589,.9713455152875882,-3.569935327257129,2.766316866574615,-.8036184606825145,-1.343738491109914,2.064917197815805,.7211787067058906,1.467664536486966,1.467664536486966,0,-2.147252997957318,1.182332047300796,-.9649209506565224,.2125544405653809
Trevor Ariza,arizatr01,2020,RS,POR,819,382,-.6064073675213902,2.606224985987486,1.999817618466095,4.033675813845399,-2.632683893256725,1.400991920588674,.3149690212936966,1.706702495534122,2.021671516827819,.9327515634920721,.9327515634920721,0,.078912898401988,1.796054736098258,1.874967634500246,.303877962781421
Trevor Ariza,arizatr01,2020,RS,SAC,1649,791,-2.115043318937836,.3803532977101662,-1.734690021227669,-5.229954998003164,4.352697185402327,-.8772578126008366,-2.873369003023099,1.245875150088652,-1.627493852934447,.4517973781955247,.4517973781955247,0,-2.824380249973363,1.082354828739861,-1.742025421233502,-.2725997149812273
D.J. Augustin,augusdj01,2020,RS,ORL,2109,1029,.1668807907801277,-2.1907974680195,-2.023916677239372,-3.436022987194727,5.002608211908904,1.566585224714177,-.5304615182358263,-.8675710046022043,-1.398032522838031,.6978538406148056,.6978538406148056,0,-.9679972827566999,-.8630652844376646,-1.831062567194365,-1.71387007226339
Deandre Ayton,aytonde01,2020,RS,PHO,1780,831,-1.211431475481068,2.902236970304315,1.690805494823247,.6399129074625955,1.37675326176483,2.016666169227426,-.8854405490440929,2.784980567074236,1.899540018030143,1.969619680581473,1.969619680581473,0,-.888961220338508,2.913695882154473,2.024734661815965,-.0866695409897039
Dwayne Bacon,bacondw01,2020,RS,CHA,1419,687,-5.284590324050313,-1.092100645098999,-6.376690969149313,-2.82216258575396,1.92578041937366,-.8963821663802995,-5.033294260390059,-.4877141434324204,-5.521008403822479,-.9667042457325408,-.9667042457325408,0,-4.654743081745655,-1.642332360145556,-6.297075441891212,-.4784371101986801
Marvin Bagley III,baglema01,2020,RS,SAC,706,334,-3.621302237419503,.36983511121302,-3.251467126206482,-4.239739859409297,-3.930757656304419,-8.170497515713716,-3.954131364627572,-.4852353082999907,-4.439366672927563,-.2883184167648072,-.2883184167648072,0,-3.268720414148986,-.0054001087742869,-3.274120522923273,.1555259625456164
Lonzo Ball,balllo01,2020,RS,NOP,3359,1543,-.8537071949787428,.1014037706262569,-.752303424352486,.101418760934353,.1638489430581091,.2652677039924621,-.7308578455159527,.1439822994734778,-.5868755460424748,1.718358742494563,1.718358742494563,0,.858618670300065,.4567188634988608,1.315337533798926,.9264552787678406
Mo Bamba,bambamo01,2020,RS,ORL,1566,758,-2.178764020398712,2.288653093825464,.1098890734267521,-.3636816345294376,3.162566886538754,2.798885252009316,-1.894821791360678,2.613761823100356,.7189400317396779,1.334576258132192,1.334576258132192,0,-1.867045298960048,2.373782916385807,.5067376174257583,-.5302489971987453
J.J. Barea,bareajo01,2020,RS,DAL,581,282,3.346872555101848,.6569019341326798,4.003774489234528,2.106736945370436,-1.902221660659571,.2045152847108653,3.166027328287835,.1629378595221546,3.32896518780999,.8745220400475913,.8745220400475913,0,3.780582830625201,-2.009292625097987,1.771290205527214,-.0113833978795771
Harrison Barnes,barneha02,2020,RS,SAC,4079,1947,-.0834477743623112,-.7005571632570062,-.7840049376193174,.0587399549300711,.9802593366943037,1.038999291624375,-.0410316963332994,-.3800945848665362,-.4211262811998356,2.318500655440737,2.318500655440737,0,-.3016415229950321,-.4474216474594996,-.7490631704545317,.2245641329154702
RJ Barrett,barrerj01,2020,RS,NYK,2931,1399,-2.30497336764518,-1.580555470734901,-3.885528838380081,-3.226085349679541,-3.486398370695355,-6.712483720374896,-2.556538777128224,-2.044706284420686,-4.60124506154891,-1.33130759261406,-1.33130759261406,0,-3.061583136756786,-1.595232910846316,-4.656816047603102,.7678431346187402
Will Barton,bartowi01,2020,RS,DEN,3319,1629,1.914492188948361,1.247581327177219,3.16207351612558,2.811459405670761,1.78929330839811,4.600752714068872,2.192821434340469,1.414280994029559,3.607102428370028,5.248776573229508,5.248776573229508,0,1.591960986380644,1.781561466457523,3.373522452838168,-.6702776131530632
Keita Bates-Diop,bateske01,2020,RS,MIN,1401,646,-1.273453126355635,-2.564125666722002,-3.837578793077638,-7.523191981989125,-1.086735396003019,-8.609927377992145,-2.636698274632955,-2.397014693985596,-5.033712968618551,-.7475740161313146,-.7475740161313146,0,-3.44485475349179,-2.605592317940315,-6.050447071432105,-.6930596545167982
Keita Bates-Diop,bateske01,2020,RS,DEN,41,19,2.081830218175634,3.683675251018162,5.765505469193796,4.946906699829856,5.165747068678017,10.11265376850787,2.825359686166416,4.181319139145431,7.006678825311846,.0941159266268697,.0941159266268697,0,-.2550957434466948,.6462505960029178,.391154852556223,-.4998368226252792
Nicolas Batum,batumni01,2020,RS,CHA,1028,505,-1.332549644341806,3.268664260579634,1.936114616237828,3.368059991328956,-.4408966710279414,2.927163320301015,-.4313653813364651,2.739053785550069,2.307688404213604,1.296420840163015,1.296420840163015,0,-.7794766161615683,1.968721832039822,1.189245215878254,-.5243692055125003
Aron Baynes,baynear01,2020,RS,PHO,1678,780,-1.092020636785364,-.153120763671655,-1.245141400457019,-.111452214385848,-1.446760265314817,-1.558212479700665,-.9520228003321518,-.4152220425692421,-1.367244842901394,.5525742289682108,.5525742289682108,0,-1.321976741385222,.447982008005846,-.8739947333793764,.4261545367684795
